,S&P Future,Aggressive Future,Moderate Future,Conservative Future
0,0.13347965019231933,0.13343278746320159,0.0910356621679385,0.06838398776326265
1,0.17668530352378922,0.11515373105875122,0.06734990425383168,0.06093932612804724
2,0.02600707684195471,0.08170693255439201,0.08617616990673727,0.05883394117398897
3,0.07586768238155991,0.11200167355488695,0.0982538645643037,0.06735765687762929
4,0.23063039909778738,0.011582023682054111,0.06945778812521927,0.06704670521509686
5,0.013786958956697858,0.17560460520434854,0.05205590269782635,0.055276676089844066
6,0.015328601216790675,0.020544910361579415,0.10706753111951339,0.03581643667092035
7,0.11601552990414384,0.07177306351584622,0.10736973279657291,0.04010563839581263
8,0.20174127038486583,0.09856125772996552,0.06976859754560358,0.040091588752111475
9,0.0007706573174939724,0.033037364791258,0.06935744648176671,0.06271397943343651
10,0.1113885465240639,0.10528894867469847,0.08681477903661156,0.07492693707854789
11,0.07571610684734234,0.14212940769120616,0.05674377601068077,0.05412341206275144
12,0.16766400289657785,0.0968814998928759,0.07260188823153199,0.06976892551857464
13,0.23163315310286786,0.02742586158017077,0.08101842131021168,0.02690888259951103
14,-0.09838585549318092,0.037249905873956365,0.08501100020192419,0.06473740811470785
15,0.18697030534788872,0.15891357534250633,0.08797396676967745,0.058712385212296075
16,0.14788873956967868,0.10315759746756774,0.08066839148323442,0.06479495888336585
17,0.14963886786189964,0.04954031491974624,0.04724484851681453,0.045986792520486194
18,0.16385523811593503,0.15508138577254013,0.06749394973974979,0.061861431743633684
19,0.026645530834427122,0.0754103512236456,0.05075599928461468,0.035739300437081276
20,0.13324728834414992,0.13664885363348525,0.03082017541953319,0.08277510553993471
21,0.22880060131558344,0.10232593443142726,0.05404561210798433,0.05349917591340259
22,0.13735423934250432,0.0918005591587551,0.05880997330543767,0.09610560972755192
23,0.1659706830484957,0.05326854875874217,0.08468787789160617,0.04523788959696089
24,0.1909982314946012,0.06713039625259674,0.10545640404280451,0.07148320283130892
25,0.13681411524741274,0.13693321310888334,0.0579873988801403,0.020613291704681055
26,0.21771056755315232,0.13566907226581026,0.08566558679194926,0.03946028460280208
27,0.16938098264131407,0.08188300316991208,0.11528159076911267,0.07204013372424978
28,0.1707418332041188,0.06714936949932446,0.04315094436297815,0.05982340759532014
29,0.08342641497813955,0.06496734491734436,0.08679920420451925,0.05924385891564548
30,0.015790563942015855,0.13458281374086623,-0.003980243339352778,0.0668830435782424
31,0.0865156672075544,0.09145935823626361,0.08591237382670583,0.06373348824100877
32,0.2999333385384636,0.10804213503985356,0.08134494271410803,0.05477081579228416
33,0.13809508629911202,0.007850935303242568,0.0817169979039076,0.0454827241848569
34,0.13306833243876887,0.0733099988503926,0.0978223611921333,0.053686110626582365
35,-0.13968090421024998,0.17453146864499655,0.08632404878000925,0.07004153672184715
36,-0.01946748565556095,0.0851415653601443,0.1356604165534435,0.05753655942232191
37,0.10634297254533127,0.12098425134684845,0.02824348565748877,0.07352573782737638
38,0.23732599009266525,0.07736611238784977,0.05449088881579119,0.0715009408442933
39,0.07995953888953095,0.1244694371519468,0.04062766145525828,0.06784638116590178
40,0.20586092719879176,0.1752509750279942,0.08797395079052636,0.05190060698189973
41,0.0791237163921528,0.08510000297704574,0.1080504836880016,0.04420171478564746
42,0.04592337127359951,0.12680450517603375,0.08240380206657696,0.04070933700196893
43,0.1960367647915061,0.13826000312248807,0.06851692406781706,0.0420242330636771
44,0.09528764095878242,0.12883132700129524,0.06991863205401098,0.05665445327036638
45,0.06945164943532782,0.06354291847298436,0.03858071649239984,0.0651081683274461
46,-0.055721683744214975,0.039021581127504944,0.05605989439355626,0.05338692628939198
47,-0.0339502093509456,0.02759693361522188,0.08477538185579996,0.05838730204292191
48,0.20745202994409678,0.0745780670539021,0.12323108684430598,0.046646488241162826
49,0.11205235745036815,0.08352585694147949,0.09618296362049855,0.04170354691569335
50,0.19315802322323256,0.14216905467746643,0.09149673516103222,0.04090159129487246
51,0.10344391827158643,0.14903105075461262,0.06054618901804261,0.038384759954695265
52,0.09013433118390238,0.00981893246426242,0.031514389997391035,0.05042986121531781
53,0.11868757096219448,0.09049172237662302,0.052699018981011855,0.06990067407556631
54,0.10875174531158464,0.1177972328662495,0.08633111212754584,0.06369916536120122
55,0.1615204898863687,0.09708751657878469,0.049515919830892735,0.05872997076771869
56,0.2189686983332999,0.048762513754104675,0.08322920001240988,0.07169038642333317
57,0.1246612412391566,0.1323195797032829,0.09179707109689501,0.01933938239650314
58,-0.03496756311283028,0.06162430091375357,0.06286397970763334,0.05635015030342494
59,0.1386323221519216,0.11292681083906767,0.05514261564426924,0.051784343082392874
60,0.004073828485097375,0.13478469533461296,0.09134632773190007,0.042189581075720836
61,0.17969289262082377,0.08941330256509558,0.09532022814270039,0.057569888588442475
62,0.1410622913221098,0.13550220851123423,0.07986071076641575,0.04159241957591962
63,0.11444477837539388,0.13860156798497997,0.05952291233633102,0.05412767846915244
64,0.1424943432598809,0.05409906580248576,0.07931712424456154,0.041379721601597856
65,0.12446101198954515,0.07991699101444136,0.10600188535324137,0.0673585309179214
66,0.07616325454547625,0.06188637899393823,0.06909500223110195,0.0648183421644008
67,0.20669704734716338,0.10279960690220749,0.02386010425959415,0.08014998675491443
68,-0.02315707050485699,0.12571183882935777,0.09344945715875684,0.024699566455003527
69,-0.009952143051215282,0.0992194810141996,0.06492502244549335,0.05648467401808424
70,0.06402205666229097,0.02694452620512932,0.059164887316418904,0.037855930472074154
71,0.11819627624245883,0.10916177406233485,0.09290874657893436,0.08355129824635582
72,0.163962931053597,0.043569942778602384,0.08196472224171811,0.0327361022878482
73,0.10809397336870404,0.09610038368363669,0.04660612120317213,0.05725223228884406
74,0.050093684105189565,0.08702762467269579,0.12338611159283994,0.06272697820156152
75,0.10669991517518651,0.13636500360386256,0.033899255993882854,0.03631434533025031
76,0.20204831268778287,0.14271529019443724,0.05056665667202072,0.05300976005678316
77,0.2103407849735527,0.0033433436361658534,0.08065930542568198,0.06085027712011044
78,0.12448393307813688,0.0805972902632883,0.1290182830985034,0.07126892409985118
79,0.06541958016649232,0.03865761460948702,0.09032835598671636,0.04486313143676967
80,0.11140231244790919,0.12618410108786626,0.0903449029383957,0.03479459228231401
81,0.22035904578221036,0.11384223731588938,0.08135636869102866,0.06676711796210445
82,0.06873480301025267,0.11433008326141296,0.05811048672336884,0.07083613754534966
83,0.20614308567824163,0.14509643580719916,0.09256990732693307,0.06934728045751172
84,0.046504866153224765,0.11316719785925063,0.08814758745753205,0.04259020928411179
85,0.06593527541114311,0.08753807485686191,0.09391423896184525,0.05979273121075398
86,0.19652416702943173,0.09401267003688893,0.06947681997640542,0.07784020538897334
87,0.2017908029181715,0.13052365232072224,0.09626237122421624,0.06241867311121589
88,0.13176699779994744,0.10725735601212334,0.13131640835899838,0.05838907336100621
89,0.04152258063688796,0.04181443041525273,0.07287554227248068,0.032205560245225966
90,0.014489830212954257,0.01868355515378454,0.03274763324083272,0.0636862829409609
91,0.0003488677696830339,0.04341793136636265,0.09783625759270456,0.07721633050708804
92,0.13454099491215732,0.0675010530360585,0.07001099611076515,0.0536643033418971
93,0.061183934155008314,-0.014088866778366807,0.09492229416312399,0.03314867813505983
94,0.08938117079120558,0.10383478002889912,0.07220374164847511,0.06858950950414347
95,0.08122329783582076,0.036419387341967625,0.0719028410031153,0.06019937937115749
96,0.13563967953092798,0.1628838134431021,0.07107605914910328,0.05536122226592291
97,0.03546428608689227,0.11240929566760527,0.16284152270880117,0.06085435676925251
98,-0.0006251943744753574,0.12943870863920842,0.08582565828572578,0.06746788605871747
99,0.09102595686830271,0.04840331390721076,0.06319866801245805,0.06861432459884159
100,0.2234747153196368,0.09223538818915396,0.05648488185622587,0.06633994725223467
101,0.23025679496969448,0.10675452950029407,0.08693428456049329,0.047500103423407596
102,0.13691372243736194,0.11178124965836211,0.09490244789786846,0.0612814855929999
103,0.11921981204973646,0.05906074401297323,0.04770072173852763,0.05663074092520131
104,0.07698593991977236,-0.013587859964719989,0.08369771570517193,0.04611490730911091
105,0.19298273552969394,0.06738946784702801,0.0748888466383034,0.07768147822143069
106,0.10243441925574756,0.07954244212759011,0.10243464214143502,0.08596596453624744
107,0.19023175845468981,0.12453572302183882,0.07296191272575055,0.055771627289177644
108,0.18373858671805451,0.10184566700846416,0.06648024516233632,0.07315516762468074
109,0.12468458644497601,0.09066862812241236,0.0614438611531211,0.05311354690430898
110,0.19212435921057053,0.0433143858750079,0.08432679268817075,0.059437237443843015
111,0.03389158145932104,0.15826784271109287,0.06879061324152431,0.06891721968692327
112,0.09268185418073742,0.16403511705863552,0.10395018145770733,0.029119750960067147
113,0.06912313193439573,0.010050441104877543,0.08503461841658418,0.05803094182756408
114,0.19655815929680104,0.09738431943197488,0.06363960726745603,0.0554593933229719
115,0.18436078786374321,0.1275387132579014,0.0717590522967303,0.040353689571734935
116,0.19369171424097528,0.11667694472680219,0.02443814384262132,0.0520187578431075
117,0.2526680156942906,0.11923647665104828,0.05810388846301592,0.07026714789488778
118,0.09436140195638956,0.14132978951489,0.06907035822400448,0.06295470592356804
119,0.14548806475001316,0.11495681906540398,0.06974892490449962,0.0703179030249728
120,0.1043812597580944,0.041936972169715606,0.09327396879639624,0.05935917306836144
121,0.06521852060179398,0.20170016045676836,0.053415736403814154,0.05277808704286105
122,0.06232340266606258,0.05115669744441461,0.043706537123850434,0.07464024980979422
123,0.08864509820208867,0.052417864336800304,0.08700221236149942,0.07119659768763678
124,0.1404695822342634,0.0953833931248314,0.06863040598880071,0.06368354808467563
125,0.06529290347706027,0.05862843507285259,0.059748678627776816,0.07083237805083266
126,0.021697993633362354,0.10971978752738054,0.10855833446597507,0.07117087431366684
127,0.10740240832341405,0.06572766640191355,0.08919984295831196,0.07276620898551649
128,0.13552529655342196,0.05765807595516226,0.10490309908974538,0.06271000728265508
129,0.21041607444095672,0.1100616919209035,0.05403848670516885,0.08396109990133181
130,0.12145529984304304,0.0851745087217591,0.04293017884169894,0.07417195704404247
131,0.1031947593255039,0.06851917067583402,0.07969910595978065,0.04525994714925334
132,0.1331291939598999,0.1611354410373178,0.03721008035686908,0.04626876503753858
133,0.10478146616664752,0.11904028524396418,0.04681401740226066,0.04664503132339147
134,0.13081852300756894,0.08929815313089211,0.04358059762134312,0.055850300114478765
135,0.09120666339343708,0.10422417508358217,0.08433747160251441,0.06457534409784048
136,0.09197155822760572,0.0960369560248907,0.0983819660344706,0.041728997792115474
137,0.16034058451343197,0.0961055884028556,0.09080300722207892,0.05578256665652008
138,0.06605608127800731,-0.025417041488948532,0.060866249485529156,0.07136247575935824
139,-0.16011433023892915,0.05004191615480609,0.10694324727204077,0.046488925660885236
140,0.11297329351725818,0.08017766196078635,0.0783641723197611,0.04961095582483336
141,0.045584762984662505,0.08712554985943373,0.09244596836603822,0.03466021867691223
142,-0.0174032081211423,0.18844496504359912,0.0669974918560748,0.06225123620237332
143,0.1869493868438475,0.010759896962841773,0.0710123468292673,0.05451689080130032
144,0.19256399990517892,0.07005023337134135,0.0936614242604987,0.08601316819700854
145,0.16554581827644205,0.023392264181213013,0.011520598372186478,0.03610232779128854
146,0.18502551643543458,-0.013898449797246665,0.06654447186277886,0.047554994527111656
147,-0.002902944305466881,0.19304674378012426,0.07892944128190663,0.02943873763606125
148,0.20224389121773126,0.13340651844371995,0.11895626358032052,0.03272049077765839
149,0.16234872398712213,0.15538883447994184,0.058882991152902985,0.046238962453258856
150,0.03816408639520241,0.10486196215305307,0.09888714389876736,0.046863480573879436
151,0.04015800491469483,0.051923303188809965,0.04816012678963131,0.04733791392420116
152,0.0986277263400734,0.14412204977105095,0.05494575038763413,0.03788910118912907
153,0.17313078321941583,0.01693786774934698,0.03951739818394284,0.0549181105754617
154,-0.045972191091625585,0.0715138998742484,0.09952263830648214,0.05231711748130734
155,0.13485444239378946,0.09769448851836048,0.09878892171239435,0.08222752184907288
156,0.02252834397101221,0.09454826862139992,0.05849337733347319,0.04502020295681395
157,0.05260590763973248,0.08568096548944434,0.08948816291804508,0.043401552065918066
158,0.08956665240732356,0.13819193381990433,0.11234680973620478,0.06728259748696265
159,0.19487819457281358,0.07816161429752168,0.05545413820960678,0.0433887337874033
160,0.21695472337098737,0.08668903390518667,0.10786049968505389,0.0683242118775719
161,-0.02253996731755758,0.11253867370832318,0.05600775090611461,0.06292137965693237
162,0.11114834241005637,0.15649341966052022,0.07502037896521198,0.02573582681093353
163,0.16639923879726437,0.0724792086169456,0.11950120803618336,0.04631333725796696
164,0.1362661142762875,0.09964695070298485,0.1287728333014071,0.0685000828065445
165,0.14275062278636003,0.057626648595316556,0.04797834938599783,0.03686273524359292
166,0.21990520801095892,0.06902835607506762,0.08927771309435373,0.05189544037582032
167,0.32378471154050226,0.11155000862784166,0.05093324967352727,0.03708450755850754
168,0.14564183191504787,0.14928029185012157,0.04120538748929155,0.0239664825723452
169,0.028416927895806732,0.13049548666737085,0.07407901243775178,0.023745923159422058
170,0.19646750019423959,0.12644066553295444,0.07785560215274857,0.06429639535891549
171,0.10662787824491915,0.060604618674611956,0.05536381882290618,0.05224705626130914
172,0.06793753432798741,0.10193543882911263,0.09508958322025741,0.058478907066165646
173,0.125163313392665,0.09418001674031165,0.04657901717351608,0.04613786826756786
174,0.16880331799777246,0.1486957479990056,0.09617367961737597,0.04525088151478611
175,0.2558216786557162,0.05167826933225572,0.10627223583307402,0.06937728102089169
176,0.07036193922008407,0.02665801948716484,0.053352498965069196,0.07160185331868846
177,0.06348993651330057,0.08355660479232703,0.07293674867234276,0.05252464731310589
178,0.020504832441222698,0.0715790999948838,0.06201108129917289,0.06939131570387352
179,0.12121918341614871,0.06556562800257384,0.08164445381037391,0.06178963412337686
180,0.0018429330868845323,0.17556752243184648,0.08857035415244612,0.04654701409639033
181,0.1550118174758668,0.080675160472482,0.052691066767350525,0.06924912729898768
182,0.1801542142646158,0.18591869056888863,0.10146144595529949,0.04415338742365125
183,0.01937072185701437,0.02487478457819676,0.03955647208126846,0.0549645138986562
184,0.15684246463626875,0.07785353569733866,0.10811328476943668,0.025724551217313818
185,0.10434977066191124,0.023303465089476866,0.09209264437303309,0.05444996032738016
186,0.0692241652250686,0.08653902979925207,0.07841053547411718,0.0657345258166439
187,0.22235033634882365,0.14110968758869666,0.0928385330115312,0.07057909763177254
188,0.15953479486700695,0.00423479621148779,0.06291047896284357,0.06328275782001856
189,0.18895060286685436,0.061753642852089584,0.07563250639502156,0.06385120272375844
190,0.1415772063383238,0.07917502494912089,0.1102132823039474,0.07058769323626617
191,0.11163171670328949,0.04392434449545966,0.07019421521015719,0.05335592118595204
192,0.054773314066689574,0.14079838231909678,0.09738392276724918,0.05968228729513922
193,0.12734533280415095,0.16123126259214943,0.08425015360258925,0.040078816798913584
194,0.03528501486894916,0.07118535595294263,0.07328229745536294,0.061983109009897217
195,0.1033112502531915,-0.04648825687666636,0.08800340506939963,0.05998125576811943
196,-0.005122524098005532,0.07567814288179169,0.0609371986194727,0.06404072252515697
