,S&P Future,Aggressive Future,Moderate Future,Conservative Future
0,0.08941907453172289,0.09320111104970559,0.05432374529961729,0.0543174515795988
1,0.029257495664444876,0.14696375146689766,0.09254242947706912,0.06667412893511132
2,0.20896686267695,0.11149242172438441,0.05619965818067494,0.04636630032025952
3,0.10355567647755545,0.1069287890945432,0.08907421273093694,0.05178607580318198
4,0.1362628190770117,0.09997645687208497,0.05553881033336548,0.07096428558357411
5,0.24409551333936252,0.13742204727565213,0.060882137639573564,0.07671388937316383
6,0.015182148008437693,0.027509221899166193,0.08802641610880106,0.08144287245277988
7,0.22397088731770726,0.05692335633362764,0.05640193029194083,0.031692300755464746
8,0.10790951244152995,0.15776083051586132,0.044159599205586514,0.07863506727095335
9,0.09270573191873514,0.12314617477302532,0.11809590655192008,0.04660931468922378
10,0.06994503342086342,0.05327930978288018,0.04777550068411987,0.06508994706474379
11,0.10657538523680958,0.11281956179545183,0.07377521815132776,0.06502708734908473
12,0.13636850487282398,0.029277102170440016,0.014133106075168652,0.049435796211706816
13,0.12082853320510183,0.08005267506095293,0.10281966456691463,0.059005497773172585
14,0.1535556768906542,0.06703936868151353,0.05284661406308753,0.04112799836424508
15,-0.07369942179498942,0.0995833068146474,0.09289934999761243,0.06010196038911045
16,0.08099379524951653,0.1021058424706152,0.09390714703564415,0.07749338206373488
17,0.279349960616078,0.13659050108418552,0.07162782814204785,0.06635348883234893
18,-0.02641365496299395,0.07386804511644629,0.07963633343232954,0.07765395735284018
19,0.051314594114721154,0.11657701973674779,0.04146288867101143,0.07982324407628866
20,0.10072925419284355,0.021958139264091535,0.05361431931475517,0.06260918170858815
21,0.03913679948819399,0.1428597919560855,0.04732866423998566,0.06158286215439811
22,0.10571159995273385,0.07870693406760096,0.10405255116934117,0.03852953510431341
23,0.0934882596715066,0.14687137647938278,0.07031392049254316,0.026458199757473832
24,-0.08584817786175648,0.1170196132836343,0.0713755051810708,0.05487492763704741
25,0.2055488758578306,0.060044458067026595,0.08662082244665222,0.045136876765279756
26,0.19408124461843207,0.034466374018107024,0.1042419450362064,0.06678130328001994
27,0.06068792515741552,0.11872871842944117,0.09874348865499859,0.02860186253858484
28,0.10613516070064588,0.06873708177008223,0.0594816097826396,0.04396180340504237
29,0.11909701444848868,0.09281547744977407,0.13435792562680007,0.0779319649879789
30,0.2480191866072104,-0.00949521807699159,0.10535779623561756,0.04952971310435259
31,0.042045335236933726,0.15870517677031926,0.11237092326319546,0.06741577777182188
32,0.043178465085211316,0.11793015160271555,0.03878447019096,0.04229564238317762
33,0.1830885988453696,0.09708122907399278,0.11683024331949184,0.060445382309594065
34,0.13355078607402954,0.1185974169756657,0.04482395011153319,0.03560638814360394
35,0.17142939741692997,-0.01730254155709889,0.07668442915742459,0.06543096899513207
36,-0.07064977197239683,0.03060592502196762,0.08393706752794601,0.08381966806802435
37,0.11548722499808503,0.07640522560336657,0.08658823901191927,0.019219851806185035
38,0.019014801589469804,0.14663293396070273,0.02556759248600509,0.03617344430770051
39,0.20076269655212425,0.1318619677647642,0.05458622225035573,0.05009850248861319
40,0.07508250605907581,0.04387016994479318,0.08286005992550163,0.07559223045167172
41,0.0028889163444984823,0.1008950200780224,0.09171196570511055,0.056665355687706656
42,0.12176198955419419,0.1559125922815152,0.0878815982522271,0.04576287201292779
43,0.05992323458943396,0.12898160769527306,0.05000707983701114,0.060613180043330786
44,0.13686462381931397,0.04855109382183391,0.05362042409473465,0.0577856122622495
45,0.18604689050444992,0.12351694281137737,0.025468323484796922,0.07560930920601941
46,0.15179784197931365,0.022246773166355996,0.08135674183730071,0.05085889423127294
47,0.13523493175309814,0.11364463688507272,0.07116503315013593,0.07255490949012613
48,0.07983727557905711,0.048200958877143284,0.08172035449330288,0.06960080664217135
49,0.1338580555037922,0.024520619594440247,0.09501124022913292,0.04999292230058155
50,0.10025067699976593,0.10314338113275205,0.0997986341939525,0.04201159873091867
51,0.16018931931731312,0.13832494420476243,0.06416859158561097,0.058801521487499994
52,0.13946336557072597,0.11476070579037896,0.062327993648130464,0.060023469844565185
53,0.20522331022417037,0.09633443524900084,0.07162012519741087,0.05182267461810305
54,0.058039009854634185,0.12051983297056135,0.05101804586824578,0.06450098677621187
55,-0.035760348197487954,0.1043634804273363,0.05199648288297422,0.058094229603277855
56,0.0032422089589524638,0.13134445416405022,0.04694859122973199,0.062260954589734754
57,0.23472018491610652,0.10368255527253026,0.07119772365493493,0.09004316457979902
58,0.11895350431230108,0.04625274328389249,0.04678406896821021,0.060968747972010455
59,0.00015428716020376987,0.052290699209055005,0.06277580531278068,0.05968806264407893
60,-0.08799949945235555,0.13399689175508295,0.06115950343772808,0.0499186229275204
61,-0.05334144659670732,0.1386047089194111,0.05387371602386086,0.05664463640811344
62,0.0866533938854486,0.08022273116111449,0.08713387743043935,0.05820579031558005
63,-0.08079442743446354,0.16050825163226953,0.0719455712240732,0.07441777847937141
64,0.17823160594064644,0.13771442328158692,0.05664946317635037,0.05333996608500461
65,0.19004760332176726,0.13070132553774877,0.10007664614908329,0.045248635303940875
66,0.10305914251637513,0.09917198891719069,0.0641218146823177,0.056004414824879785
67,0.2522516132559163,0.13617351968808297,0.09312512861244787,0.05509965759718448
68,0.12767437341422497,0.15550997064927094,0.09685026655583641,0.0221298951248766
69,0.05212085148079491,0.09959051893232371,0.10903281924229782,0.058890599659709005
70,0.08981479522622662,0.10025403774260624,0.018740242797360564,0.03975127419244503
71,0.12559012164782526,0.036804469131112155,0.1252611552433732,0.061969510268022665
72,0.17439081630001205,0.046317206960001724,0.05194938544268152,0.07692251816014418
73,0.12324659598492413,0.07036475635110724,0.09906327090641373,0.055457620941316454
74,0.08968798918195574,0.04284229714972719,0.0778926819472071,0.04542937696439949
75,0.09968694594350468,0.14769383505436634,0.05537112737313682,0.024109063576399192
76,0.1752093113986973,0.1301193326611948,0.043300128848370874,0.06234496506649935
77,0.17601912087775273,0.11122534739416504,0.06764818679227973,0.054967602714006275
78,0.16040481105949034,0.14435234253814938,0.07115156393888082,0.05470059460522081
79,0.40036323433668564,0.04437160063246019,0.08970297063400506,0.06804276862986518
80,0.14268972787091083,0.0684215474498273,0.12292534948206708,0.06165557115850296
81,0.24549427432529303,0.11578265955751395,0.087100751511836,0.05354480143145827
82,0.1971100368833005,0.04394129438419016,0.10157913949862032,0.07520692408435252
83,0.1467411183594811,0.0159566644432706,0.0445457953660041,0.0572853128176344
84,0.2055802841074444,0.03476190626657403,0.09777537702627756,0.0642863632723741
85,-0.06701951711104852,0.0545005391095313,0.092526200562204,0.08011622842063502
86,0.14609446154903105,0.04007312679517995,0.1052698464578472,0.06840563079792102
87,0.13933292115570822,0.06855281300422321,0.061584599303660933,0.02735510463170616
88,0.07977731813381153,0.04791507284679859,0.10539155951302512,0.04568685292876966
89,0.2529509575254906,0.07180360646953184,0.09212831663881306,0.0786321931025902
90,0.017667091205465855,0.08337252543233273,0.11628491755225108,0.05567538136420554
91,0.15734900271229493,0.0666067774108348,0.06489899924970968,0.06767246486093798
92,0.16167070265184527,0.04215104762428392,0.05602651646868227,0.08678287503342852
93,0.0754059346135107,0.059952775688479176,0.08214572530207925,0.06761102389366602
94,0.00922943134795493,0.03687585582380978,0.06968855324201827,0.05896065590586668
95,0.14219497836048203,0.1468894528787236,0.06266831919254795,0.059972552323856475
96,0.21983140712865143,0.05566324094516578,0.05592514780302864,0.07399290819078147
97,0.22409157484591216,0.11438134260014463,0.12851399183801918,0.04202531125006608
98,0.07288711274960383,0.0869106862726903,0.09674518607798743,0.0521326661945476
99,0.11442079920082723,0.15580340573253224,0.05026132244540933,0.0623196175262876
100,0.25794084501901027,0.10581430985848342,0.11071330623950508,0.05597217458309534
101,0.02778901921364819,0.03397419403223333,0.077529271081653,0.10224961761772722
102,0.2486532814797467,0.08443647652463697,0.06060247844287815,0.06636999674804824
103,0.11743355553534425,0.03887940584215411,0.08088481410448253,0.056578267539009824
104,0.10333556895017564,0.1598523952599663,0.09404020454853101,0.07885766742093053
105,0.04831388308875238,0.09405038680763904,0.041587694175694113,0.09498659899838614
106,0.12204506063960292,0.13311845864897245,0.10342101579075028,0.06719016960565613
107,0.05414810462300028,0.2067879299742931,-0.005679745632657713,0.05456453721335831
